,robot_x,robot_y,local_ppl_cnt
0,1.5308084989341915e-17,-3.75,1
1,3.061616997868383e-17,-3.5,1
2,4.592425496802574e-17,-3.25,2
3,6.123233995736766e-17,-3.0,3
4,7.654042494670958e-17,-2.75,3
5,9.18485099360515e-17,-2.5,4
6,1.0715659492539341e-16,-2.25,6
7,1.2246467991473532e-16,-2.0,6
8,1.224646799148884e-16,-1.9999999999975,6
9,1.3777276490423033e-16,-1.7499999999975,9
10,1.5308084989357225e-16,-1.4999999999975,10
11,1.6838893488291416e-16,-1.2499999999975,10
12,1.6838893488306725e-16,-1.249999999995,11
13,1.8369701987240917e-16,-0.999999999995,11
14,1.8369701987256226e-16,-0.9999999999925,12
15,1.8369701987271535e-16,-0.99999999999,11
16,1.8369701987286843e-16,-0.9999999999875,10
17,1.8369701987302152e-16,-0.999999999985,9
